id,listing_url,scrape_id,last_scraped,name,summary,space,description,experiences_offered,neighborhood_overview,notes,transit,access,interaction,house_rules,thumbnail_url,medium_url,picture_url,xl_picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
497810,https://www.airbnb.com/rooms/497810,20190714024644,2019-07-14,"LOCATION, LOCATION, LOCATION, 3BDR DWNTWN","Easy Self Checkin 3bd/1bh condo heart of downtown crossing right across the st from Macy's 4 x Full 1 x Queen Central AC/HT 1200 sq, 12ft ceiling, polished concrete floors, stainless steel appliances, contemporary design. High End Essentials, Charmin Ultra Soft, Meyer's Soaps.  Free Water Machine.  Free Coffee Machine.  NEW Free Data Phone Iphone/Android w/ 1GB hotspot. Must request in advance.  ($20 for every 2gbs after that)  BLEACHED CLEAN","Few feet from the Red/Green/Orange-line/Silver-line Very close to Blue-line for the airport. Roche Brothers Grocery across the street as well as a big food court.  1 block to Boston Common. Comfortable Fits 3-8 1 Queen 3 Fullsized Beds & 1 pull out futon w/ state of the art ADT Security Monitoring System. TV (hulu plus, netflix, hbo go) Free Poland Spring Water Machine Filtered ShowerHead Luxury Duvets & Pillow Case Guest Laptop","Easy Self Checkin 3bd/1bh condo heart of downtown crossing right across the st from Macy's 4 x Full 1 x Queen Central AC/HT 1200 sq, 12ft ceiling, polished concrete floors, stainless steel appliances, contemporary design. High End Essentials, Charmin Ultra Soft, Meyer's Soaps.  Free Water Machine.  Free Coffee Machine.  NEW Free Data Phone Iphone/Android w/ 1GB hotspot. Must request in advance.  ($20 for every 2gbs after that)  BLEACHED CLEAN Few feet from the Red/Green/Orange-line/Silver-line Very close to Blue-line for the airport. Roche Brothers Grocery across the street as well as a big food court.  1 block to Boston Common. Comfortable Fits 3-8 1 Queen 3 Fullsized Beds & 1 pull out futon w/ state of the art ADT Security Monitoring System. TV (hulu plus, netflix, hbo go) Free Poland Spring Water Machine Filtered ShowerHead Luxury Duvets & Pillow Case Guest Laptop Filtered ShowerHead Windows Laptop Fast Wifi Washer/Dryer Central Heat/AC  Apple Tv w/ Hulu, Netflix TV with HBO 1. I wi",none,"It is close to everything! Proximity to so many different choices! Selection is everything in my opinion and this apartment lets you do it all. Faneuil Hall, Downtown, Midtown, Beacon Hill, Back Bay, Newbury.",Ask for Food Recommendations.,Tons of public transportation options.,"Filtered ShowerHead Windows Laptop Fast Wifi Washer/Dryer Central Heat/AC  Apple Tv w/ Hulu, Netflix TV with HBO",1. I will personally introduce the building and unit to the guests. Or (Self Checkin when available) 2. Then explain the relative location of the unit to the Rest of Boston. 3. Breakdown the Rules for Safe Fun Airbnbing.  I used to be a Real Estate Broker so I know the streets of Boston very well.,"• Check-in time is 2PM. Check-out time is 11am (Unless discussed)  • Not suitable for pets • No smoking If for whatever reason the police is called to the unit you will immediately lose your reservation and there will be no refunds.  Keep it clean. No smoking Voices kept low in the hallways If neighbors come by due to noise complaints/partying please turn it down. Beer Pong must be played with water in the play cups. (This is a cardinal rule, if violated will result in a negative review) Please be courteous to all the neighbors and practice common sense. If there are additional guests after midnight they will count towards the extra guest fee. Cost of Damages: If there is even a hint of smoking. ($500 flat cleaning fee) Lost Key ($250) Additional Cleaning Needed includes, sticky floors, excess trash, stained walls, etc($50/hr)",NA,NA,https://a0.muscache.com/im/pictures/42103695/8f7928ad_original.jpg?aki_policy=large,NA,2329611,https://www.airbnb.com/users/show/2329611,Jonathan,2012-05-09,"Boston, Massachusetts, United States","I'm a landlord who provides luxury level service and quality for a value price.
",within an hour,100%,N/A,TRUE,https://a0.muscache.com/im/pictures/dd4af497-7d10-42c4-8f17-24258a8eec21.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/dd4af497-7d10-42c4-8f17-24258a8eec21.jpg?aki_policy=profile_x_medium,Downtown Crossing,1,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",TRUE,TRUE,"Boston, MA, United States",Downtown Crossing,Downtown,NA,Boston,MA,02108 02111,Boston,"Boston, MA",US,United States,42.35439,-71.06009,TRUE,Apartment,Entire home/apt,8,1,3,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",1200,$299.00,"$2,525.00","$9,500.00",$0.00,$100.00,2,$60.00,3,365,3,3,365,365,3,365,3 weeks ago,TRUE,4,16,16,139,2019-07-14,314,52,2014-07-06,2019-06-14,95,10,10,10,10,10,10,FALSE,NA,"{""Massachusetts State"","" Massachusetts State""}",TRUE,FALSE,moderate,FALSE,FALSE,1,1,0,0,5.13
6181758,https://www.airbnb.com/rooms/6181758,20190714024644,2019-07-14,The heart of Downtown,"This beautifully appointed apartment is located in the historic Fox Building, an art deco treasure that dates to the 1930s.  Fully renovated in 2013, the building is in an ideal location to explore all that Boston has to offer.","Apartment features 13 foot ceilings, over sized window, silestone kitchen counter tops, solid maple cabinets, and stainless steel appliances.  The apartment has been beautifully furnished and is fully stocked. Each bedroom contains a queen sized bed. This apartment does not have a separate living room.  However, the open kitchen is spacious and has a table that extends to accommodate a party of four.  And the larger of the two bedrooms contains a flat screen television, a lounge chair, and enough space for guests to gather.  See floor plan in this listing’s Photos section. Prior to our guests’ arrival, the apartment is thoroughly cleaned by professional crew and freshly furnished with clean bed linens, bath towels, hand towels, paper towels, toilet paper, soaps, shampoo, and conditioner. We have sought to ensure that our guests have everything they may need to enjoy their stay in Boston. The apartment is fully equipped with the following: - Toaster - Coffee maker - Tea pot - Utensils,","This beautifully appointed apartment is located in the historic Fox Building, an art deco treasure that dates to the 1930s.  Fully renovated in 2013, the building is in an ideal location to explore all that Boston has to offer. Apartment features 13 foot ceilings, over sized window, silestone kitchen counter tops, solid maple cabinets, and stainless steel appliances.  The apartment has been beautifully furnished and is fully stocked. Each bedroom contains a queen sized bed. This apartment does not have a separate living room.  However, the open kitchen is spacious and has a table that extends to accommodate a party of four.  And the larger of the two bedrooms contains a flat screen television, a lounge chair, and enough space for guests to gather.  See floor plan in this listing’s Photos section. Prior to our guests’ arrival, the apartment is thoroughly cleaned by professional crew and freshly furnished with clean bed linens, bath towels, hand towels, paper towels, toilet paper, soaps,",none,"Within a one block radius are three subway lines, a new supermarket, an array of restaurants and shops as well as several nationally significant historic landmarks. Among the nearby attractions are: Old South Meetinghouse (from where the Boston Tea Party started), The Corner Bookstore (which once housed the publishing house of Ralph Waldo Emerson and Louisa May Alcott), the Boston Common (America’s oldest public park), the Massachusetts Statehouse (designed by Boston’s Charles Bulfinch who also designed the Capitol Building in Washington DC), The Old Statehouse (the seat of power for the colonial British government), the towers of Boston’s financial district, the shops of Downtown Crossing (including H&M, Macy’s, Penmark, Marshall’s, TJ Maxx, Eddie Bauer), the Opera House, the Modern Theater, and the Paramount Theater, as well as Loew’s Boston Common cinemas, and Chinatown.","The street in front of the apartment is pedestrian-only from 11 am until 6pm. Outside of that window, taxis are allowed access. If you arrive by taxi during the pedestrian-only period, you will have to walk one block to the apartment.",This is the most centrally located apartment in the entire city. Within a two block radius are all four major subway lines. The Downtown Crossing station of the Red and Orange lines are across the street. The State Street station of the Blue Line (which connects to the airport) is a five minute walk and the Green line's Park Street Station is a five minute walk.,NA,"Guests will have privacy throughout their entire stay. I will be available for questions via airbnb chat. For the convenience of our guests, we have a locally-based professional management service that can be e-mailed to respond to questions or concerns.","Noise Levels -  Be respectful of the neighbors at all hours of the day. INDEMNIFICATION & AGREEMENT:  By booking this apartment, Guest and Guest’s Guests shall hereby indemnify and hold harmless Owner against any and all claims of personal injury or property damage or loss arising from use of the premises regardless of the nature of the accident, injury or loss.  Additionally, by booking this apartment, Guest and Guest’s Guests agree to abide by the house rules, and acknowledge that failure to abide by the house rules may result in forfeiture of the security deposit, opening a resolution case with Airbnb, and/or immediate eviction from the property with no refund.",NA,NA,https://a0.muscache.com/im/pictures/87360819/f6d3e371_original.jpg?aki_policy=large,NA,31804748,https://www.airbnb.com/users/show/31804748,Alex,2015-04-23,"Boston, Massachusetts, United States","We enjoy helping travelers to Boston have outstanding experiences by providing some of the best accommodations in the City, offering curated local guidance, and maintaining a high service level for our guests. We are available to help, but we also aim to be unobtrusive. We look forward to hosting you!",within an hour,100%,N/A,TRUE,https://a0.muscache.com/im/pictures/user/4d2fbae3-3281-4c84-9f5c-4c492df5a955.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4d2fbae3-3281-4c84-9f5c-4c492df5a955.jpg?aki_policy=profile_x_medium,Downtown Crossing,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",TRUE,FALSE,"Boston, MA, United States",Downtown Crossing,Downtown,NA,Boston,MA,02108,Boston,"Boston, MA",US,United States,42.35715,-71.05954,TRUE,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",NA,$225.00,NA,NA,$100.00,$80.00,1,$0.00,1,1125,1,1,1125,1125,1,1125,yesterday,TRUE,9,13,13,13,2019-07-14,303,68,2015-05-08,2019-07-10,96,10,10,10,10,10,10,FALSE,NA,"{""Massachusetts State"","" Massachusetts State""}",FALSE,FALSE,strict_14_with_grace_period,FALSE,FALSE,3,3,0,0,5.95
12365454,https://www.airbnb.com/rooms/12365454,20190714024644,2019-07-14,"Downtown Crossing - 2 Bed, 1 Bath","Apartment is truly located in the heart of Boston, at 51 Temple Pl. Making it accessible to just about everything. Public Transit, endless retail shops, restaurants, coffee shops, food markets, liquor stores, pharmacy's, the Boston Common, and many other tour attraction points of interest are just steps away. The apartment features 2 bedrooms (queen-sized beds), one full bathroom, a cozy living area, breakfast bar, and a fully-equipped newly renovated kitchen with all the essentials.","Centrally located in Downtown Crossing, this apartment features 2 bedrooms (queen beds), 1 bathroom, an open living/kitchen space, all basic essentials (+), and an inviting, comfortable atmosphere. Queen-sized air mattress may be provided upon request to accommodate additional guests.","Apartment is truly located in the heart of Boston, at 51 Temple Pl. Making it accessible to just about everything. Public Transit, endless retail shops, restaurants, coffee shops, food markets, liquor stores, pharmacy's, the Boston Common, and many other tour attraction points of interest are just steps away. The apartment features 2 bedrooms (queen-sized beds), one full bathroom, a cozy living area, breakfast bar, and a fully-equipped newly renovated kitchen with all the essentials. Centrally located in Downtown Crossing, this apartment features 2 bedrooms (queen beds), 1 bathroom, an open living/kitchen space, all basic essentials (+), and an inviting, comfortable atmosphere. Queen-sized air mattress may be provided upon request to accommodate additional guests. All public transportation, coin-op washer and dryer in the building , restaurants and grocery shopping are only steps away. Just a phone call away Amazing location comfort and safety. The Boston Common is a minute walk at the",none,Amazing location comfort and safety. The Boston Common is a minute walk at the end of the road. This apartment is in the heart of downtown crossing.,"Apartment is located on the 3rd floor. Unfortunately, there is no elevator in the building, so the stairs may require a little extra effort.","Steps away from several public transit points (Subway, Bus Routes, Silver Line). Amtrak & Commuter Rail from North and South Station within walking distance (10-15 minutes) or a short taxi ride. Airport transportation via local taxi is recommended. Uber & taxi's very accessible in the neighborhood as well.","All public transportation, coin-op washer and dryer in the building , restaurants and grocery shopping are only steps away.",Just a phone call away,Please be respectful to neighbors.,NA,NA,https://a0.muscache.com/im/pictures/cead54ab-c8f3-42ad-b6aa-15134a0c06d0.jpg?aki_policy=large,NA,11272292,https://www.airbnb.com/users/show/11272292,Talal,2014-01-13,"Methuen, Massachusetts, United States","I am the owner of this property as well as another property just one street over.  I am committed to making sure guests/tenants are comfortable, that they feel safe, and are at ease while staying/renting with me.. also, I may be contacted at any time for questions or concerns.",within an hour,97%,N/A,FALSE,https://a0.muscache.com/im/pictures/user/f5c719e9-3119-4d08-a7dd-c974c7fb3790.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f5c719e9-3119-4d08-a7dd-c974c7fb3790.jpg?aki_policy=profile_x_medium,Downtown Crossing,5,5,"['email', 'phone', 'reviews', 'jumio', 'government_id']",TRUE,FALSE,"Boston, MA, United States",Downtown Crossing,Downtown,NA,Boston,MA,02111,Boston,"Boston, MA",US,United States,42.35537,-71.06223,FALSE,Apartment,Entire home/apt,6,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed""}",NA,$290.00,NA,NA,$125.00,$90.00,6,$0.00,1,45,1,2,45,45,1.3,45,3 weeks ago,TRUE,4,12,25,103,2019-07-14,158,39,2016-05-02,2019-06-28,92,10,9,10,10,10,9,FALSE,NA,"{""Massachusetts State"","" Massachusetts State""}",FALSE,FALSE,strict_14_with_grace_period,FALSE,FALSE,6,6,0,0,4.05
15340831,https://www.airbnb.com/rooms/15340831,20190714024644,2019-07-14,Sonder | Winthrop Square | Bright Studio + Laundry,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in",- Fully-equipped kitchen Building amenities - Laundry facilities Downtown Crossing highlights - Walkability score - 99 - 6 minute walk to The Q (our favorite Mongolian cuisine) - 10 minute walk to The Black Rose (Irish-styled tavern with live music) Getting around - 2 blocks to Downtown Crossing station  - 10 minute drive to Whole Foods Market - 16 minute drive to BOS Airport,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in - Fully-equipped kitchen Building amenities - Laundry facilities Downtown Crossing highlights - Walkability score - 99 - 6 minute walk to The Q (our favorite Mongolian cuisine) - 10 minute walk to The Black Rose (Irish-styled tavern with live music) Getting around - 2 blocks to Downtown Crossing station  - 10 minute drive to Whole Foods Market - 16 minute drive to BOS Airport Downtown Crossing highlights  - Walkability score - 99  - 6 minute walk to The Q (our favorite Mongolian cuisine)  - 10 minute walk to The Black Rose (Ir",none,Downtown Crossing highlights  - Walkability score - 99  - 6 minute walk to The Q (our favorite Mongolian cuisine)  - 10 minute walk to The Black Rose (Irish-styled tavern with live music),This is a central location and prone to noise. There’s no cable. We’ve provided an HDMI cord for streaming.,NA,NA,NA,"House Rules 1. All bookings require a security deposit of $300 or more. You will not be charged for this in advance. 2. Guests can cancel within 24 hours of booking and receive a full refund, or cancel anytime up to seven days before the start of your trip and receive a 50% refund. Trips cancelled fewer than seven days in advance are not eligible for refunds. If you cancel within 24 hours of booking, please reach out to our team, as this refund has to be processed manually.   3. Check-in time is any time after 4 pm. Check-out time is any time before 11 am. You're welcome to request an early check in or late checkout, but this is not guaranteed and we can only confirm 24 hours in advance. 4. We do not allow smoking of any kind, including but not limited to nicotine, tobacco derived products and/or cannabis derived substances; breaking this rule will incur a $300 fine. 5. Most of our locations do not allow pets. 6. Generally, parties or excessive noise are not allowed in our locations. I",NA,NA,https://a0.muscache.com/im/pictures/ebdc4baa-b405-4889-9ca1-853b07b824d1.jpg?aki_policy=large,NA,12243051,https://www.airbnb.com/users/show/12243051,Sonder,2014-02-14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,FALSE,https://a0.muscache.com/im/pictures/user/c92b0b12-e019-4bb1-b0a8-c0b671096eb2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c92b0b12-e019-4bb1-b0a8-c0b671096eb2.jpg?aki_policy=profile_x_medium,Gay Village,1070,1070,"['email', 'phone', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",TRUE,FALSE,"Boston, MA, United States",Downtown Crossing,Downtown,NA,Boston,MA,02110,Boston,"Boston, MA",US,United States,42.35543,-71.05808,TRUE,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",NA,$216.00,NA,NA,$400.00,$94.00,2,$5.00,2,1124,1,2,2,365,2,305.3,today,TRUE,12,18,25,300,2019-07-14,33,15,2016-10-18,2019-06-24,90,9,9,10,10,9,9,FALSE,NA,"{""Massachusetts State"","" Massachusetts State""}",TRUE,FALSE,strict_14_with_grace_period,FALSE,FALSE,283,283,0,0,0.99
15444930,https://www.airbnb.com/rooms/15444930,20190714024644,2019-07-14,Sonder | Winthrop Square | Sunny Studio + Laundry,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in",- Fully-equipped kitchen Building amenities - Laundry facilities Downtown Crossing highlights - Walkability score - 99 - 6 minute walk to The Q (our favorite Mongolian cuisine) - 10 minute walk to The Black Rose (Irish-styled tavern with live music) Getting around - 2 blocks to Downtown Crossing station  - 10 minute drive to Whole Foods Market - 16 minute drive to BOS Airport,"Featured in The New York Times, The Wall Street Journal, and Fast Company, we’ve hosted over 350k guests in 2,500+ spaces with an average rating of 4.6 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. At Sonder, we’ve combined the best parts of home and hotel. - 24/7 support via text, email, or phone - Coffee, fresh towels, and bathroom essentials provided - Hotel-standard cleaning before you arrive - Self check-in - Fully-equipped kitchen Building amenities - Laundry facilities Downtown Crossing highlights - Walkability score - 99 - 6 minute walk to The Q (our favorite Mongolian cuisine) - 10 minute walk to The Black Rose (Irish-styled tavern with live music) Getting around - 2 blocks to Downtown Crossing station  - 10 minute drive to Whole Foods Market - 16 minute drive to BOS Airport Downtown Crossing highlights  - Walkability score - 99  - 6 minute walk to The Q (our favorite Mongolian cuisine)  - 10 minute walk to The Black Rose (Ir",none,Downtown Crossing highlights  - Walkability score - 99  - 6 minute walk to The Q (our favorite Mongolian cuisine)  - 10 minute walk to The Black Rose (Irish-styled tavern with live music),This is a central location and prone to noise. There’s no cable. We’ve provided an HDMI cord for streaming.,NA,NA,NA,"House Rules 1. All bookings require a security deposit of $300 or more. You will not be charged for this in advance. 2. Guests can cancel within 24 hours of booking and receive a full refund, or cancel anytime up to seven days before the start of your trip and receive a 50% refund. Trips cancelled fewer than seven days in advance are not eligible for refunds. If you cancel within 24 hours of booking, please reach out to our team, as this refund has to be processed manually.   3. Check-in time is any time after 4 pm. Check-out time is any time before 11 am. You're welcome to request an early check in or late checkout, but this is not guaranteed and we can only confirm 24 hours in advance. 4. We do not allow smoking of any kind, including but not limited to nicotine, tobacco derived products and/or cannabis derived substances; breaking this rule will incur a $300 fine. 5. Most of our locations do not allow pets. 6. Generally, parties or excessive noise are not allowed in our locations. I",NA,NA,https://a0.muscache.com/im/pictures/ed2be4ae-2fc0-47c1-8bad-872af6ac0c6f.jpg?aki_policy=large,NA,12243051,https://www.airbnb.com/users/show/12243051,Sonder,2014-02-14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,FALSE,https://a0.muscache.com/im/pictures/user/c92b0b12-e019-4bb1-b0a8-c0b671096eb2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c92b0b12-e019-4bb1-b0a8-c0b671096eb2.jpg?aki_policy=profile_x_medium,Gay Village,1070,1070,"['email', 'phone', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",TRUE,FALSE,"Boston, MA, United States",Downtown Crossing,Downtown,NA,Boston,MA,02110,Boston,"Boston, MA",US,United States,42.35442,-71.05847,TRUE,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",NA,$232.00,NA,NA,$400.00,$93.00,2,$5.00,2,1124,1,2,2,365,2,305.3,today,TRUE,4,18,28,303,2019-07-14,32,5,2016-11-05,2019-04-22,89,9,9,10,10,9,9,FALSE,NA,"{""Massachusetts State"","" Massachusetts State""}",TRUE,FALSE,strict_14_with_grace_period,FALSE,FALSE,283,283,0,0,0.98
